Rk,Name,Age,Tm,OppQual,GS,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
1131,Bradgley Rodriguez,22,SD,7,0,1,0,1,1.69,11,0,2,0,0,0,10.2,5,2,2,0,6,0,13,1,0,0,42,1.031,4.2,0,5.1,11,2.17,redirect.fcgi?player=1&mlb_ID=699134
1132,Tyler Rogers,35,TOR,7.4,0,0,0,,3.86,7,0,0,0,0,0,7,8,3,3,1,0,0,7,1,0,1,29,1.143,10.3,1.3,0,9,,redirect.fcgi?player=1&mlb_ID=643511
1133,Trevor Rogers*,28,BAL,7.9,4,1,0,1,2.51,4,4,0,0,0,0,14.1,13,4,4,1,1,0,16,2,0,0,59,0.977,8.2,0.6,0.6,10,16,redirect.fcgi?player=1&mlb_ID=669432
1134,Taylor Rogers*,35,MIN,7.2,0,0,0,,3,6,0,0,0,0,0,6,2,2,2,0,4,0,7,0,0,0,23,1,3,0,6,10.5,1.75,redirect.fcgi?player=1&mlb_ID=573124
1135,Grant Rogers,25,TOR,8.4,3,0,2,0,8.59,3,3,0,0,0,0,7.1,11,10,7,1,1,0,6,2,1,1,36,1.636,13.5,1.2,1.2,7.4,6,redirect.fcgi?player=1&mlb_ID=814804
1136,Yenrri Rojas,22,CHC,7,0,0,0,,0,1,0,0,0,0,0,1.1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,13.5,,redirect.fcgi?player=1&mlb_ID=805060
1137,Kendry Rojas*,23,MIN,7.8,0,1,1,0.5,9.45,3,0,0,0,0,0,6.2,7,7,7,1,1,0,7,0,1,0,28,1.2,9.5,1.4,1.4,9.5,7,redirect.fcgi?player=1&mlb_ID=696070
1138,Ryan Rolison*,28,CHC,8.1,0,0,1,0,11.81,6,0,0,0,0,0,5.1,9,7,7,1,4,0,5,0,0,2,29,2.438,15.2,1.7,6.8,8.4,1.25,redirect.fcgi?player=1&mlb_ID=669020
1139,Drew Rom*,26,MIL,7.5,0,0,0,,1.42,5,0,0,0,0,0,6.1,3,1,1,1,6,0,7,0,0,1,26,1.421,4.3,1.4,8.5,9.9,1.17,redirect.fcgi?player=1&mlb_ID=680723
1140,Jordan Romano,33,LAA,6.7,0,0,0,,1.5,6,0,0,0,0,0,6,5,3,1,0,0,0,6,0,0,0,24,0.833,7.5,0,0,9,,redirect.fcgi?player=1&mlb_ID=605447
1141,Jimmy Romano,23,CIN,6.6,0,0,0,,6.75,2,0,0,0,0,0,1.1,4,1,1,0,0,0,1,0,0,0,7,3,27,0,0,6.8,,redirect.fcgi?player=1&mlb_ID=695740
1142,JoJo Romero*,29,STL,6.9,0,0,0,,2.57,7,0,0,0,0,0,7,4,2,2,1,2,0,7,1,0,0,26,0.857,5.1,1.3,2.6,9,3.5,redirect.fcgi?player=1&mlb_ID=668941
1143,Ivran Romero,24,MIN,6.9,0,0,0,,13.5,4,0,1,0,0,0,2.2,7,5,4,0,1,0,3,0,0,0,16,3,23.6,0,3.4,10.1,3,redirect.fcgi?player=1&mlb_ID=813676
1144,Christian Romero,23,LAD,7,0,0,0,,13.5,2,0,0,0,0,0,0.2,3,1,1,1,0,0,1,0,0,0,4,4.5,40.5,13.5,0,13.5,,redirect.fcgi?player=1&mlb_ID=699071
1145,Jerming Rosario,24,LAD,7.6,0,0,1,0,15,4,0,0,0,0,0,3,4,6,5,0,2,0,1,2,0,0,18,2,12,0,6,3,0.5,redirect.fcgi?player=1&mlb_ID=682645
1146,Joe Ross,33,AZ,7.7,0,1,0,1,7.71,5,0,0,0,0,0,7,6,7,6,2,5,0,6,0,0,3,31,1.571,7.7,2.6,6.4,7.7,1.2,redirect.fcgi?player=1&mlb_ID=605452
1147,Tony Rossi,26,NYY,,0,0,0,,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,,redirect.fcgi?player=1&mlb_ID=702036
1148,Houston Roth,28,SEA,8.3,0,0,0,,40.5,1,0,0,0,0,0,0.2,4,3,3,1,1,0,0,0,0,0,7,7.5,54,13.5,13.5,0,0,redirect.fcgi?player=1&mlb_ID=674175
1149,Landen Roupp,27,SF,8.1,4,0,2,0,4.15,5,4,0,0,0,0,13,11,6,6,1,7,0,15,0,0,0,55,1.385,7.6,0.7,4.8,10.4,2.14,redirect.fcgi?player=1&mlb_ID=694738
1150,Ethan Routzahn,28,SD,5.8,0,0,0,,8.1,4,0,2,0,0,0,3.1,4,3,3,1,1,0,2,1,0,0,16,1.5,10.8,2.7,2.7,5.4,2,redirect.fcgi?player=1&mlb_ID=701240
1151,Braxton Roxby,27,SF,6.9,0,0,0,,0,4,0,1,0,0,1,3.1,1,0,0,0,2,0,0,0,0,0,10,0.9,2.7,0,5.4,0,0,redirect.fcgi?player=1&mlb_ID=694820
1152,Chris Roycroft,29,STL,6.5,0,0,0,,1.08,8,0,0,0,0,0,8.1,8,1,1,0,2,0,8,0,0,0,31,1.2,8.6,0,2.2,8.6,4,redirect.fcgi?player=1&mlb_ID=688297
1153,Aaron Rozek*,30,NYM,5.4,0,0,0,,0,7,0,3,0,0,0,4.1,5,0,0,0,0,0,3,0,0,0,15,1.154,10.4,0,0,6.2,,redirect.fcgi?player=1&mlb_ID=702065
1154,Michael Rucker,32,SEA,7.2,0,0,0,,4.91,8,0,1,0,0,1,7.1,12,4,4,0,2,0,5,1,0,1,34,1.909,14.7,0,2.5,6.1,2.5,redirect.fcgi?player=1&mlb_ID=621074
1155,Jason Ruffcorn,27,SEA,5.7,0,1,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,9,,redirect.fcgi?player=1&mlb_ID=674022
1156,Luis Rujano,23,CHC,7.1,0,0,0,,9,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,4,2,9,0,9,0,0,redirect.fcgi?player=1&mlb_ID=701329
1157,Zane Russell,26,AZ,8.4,0,0,1,0,40.5,3,0,0,0,0,0,0.2,4,3,3,1,2,0,0,1,0,1,9,9,54,13.5,27,0,0,redirect.fcgi?player=1&mlb_ID=801546
1158,Carter Rustad,25,BAL,5.1,0,0,1,0,20.25,2,0,2,0,0,0,1.1,3,4,3,1,3,0,0,0,0,0,10,4.5,20.3,6.8,20.3,0,0,redirect.fcgi?player=1&mlb_ID=686811
1159,Jackson Rutledge,27,WSH,6.8,0,1,0,1,2.84,7,0,0,0,0,0,6.1,2,3,2,1,4,0,7,0,0,1,25,0.947,2.8,1.4,5.7,9.9,1.75,redirect.fcgi?player=1&mlb_ID=671131
1160,Sam Ryan,27,MIN,6.7,0,0,0,,27,1,0,0,0,0,0,0.2,3,2,2,0,1,0,1,0,0,0,6,6,40.5,0,13.5,13.5,1,redirect.fcgi?player=1&mlb_ID=687857
1161,Ryder Ryan,31,LAD,7.5,2,2,1,0.667,3.86,7,2,1,0,0,1,11.2,9,5,5,1,4,0,11,1,0,1,45,1.114,6.9,0.8,3.1,8.5,2.75,redirect.fcgi?player=1&mlb_ID=656924
1162,River Ryan,27,LAD,8.1,1,0,0,,1.86,4,1,0,0,0,0,9.2,5,2,2,1,4,0,12,1,0,0,36,0.931,4.7,0.9,3.7,11.2,3,redirect.fcgi?player=1&mlb_ID=689981
1163,Joe Ryan,30,MIN,7.6,3,1,0,1,1.5,3,3,0,0,0,0,12,10,2,2,1,4,0,8,0,0,0,49,1.167,7.5,0.8,3,6,2,redirect.fcgi?player=1&mlb_ID=657746
1164,Erik Sabrowski*,28,CLE,6.7,0,0,0,,1.17,8,0,1,0,0,0,7.2,6,1,1,0,4,0,13,0,0,2,33,1.304,7,0,4.7,15.3,3.25,redirect.fcgi?player=1&mlb_ID=681870
1165,Darlin Saladin,23,STL,5.9,0,0,1,0,4.5,5,0,1,0,0,1,2,6,1,1,0,1,0,2,0,0,1,13,3.5,27,0,4.5,9,2,redirect.fcgi?player=1&mlb_ID=692404
1166,Braian Salazar*,21,SD,6.3,0,0,0,,0,2,0,0,0,0,0,1.2,1,0,0,0,2,0,1,0,0,1,8,1.8,5.4,0,10.8,5.4,0.5,redirect.fcgi?player=1&mlb_ID=800317
1167,Chris Sale*,37,ATL,7.5,5,2,0,1,2.75,5,5,0,0,0,0,19.2,17,6,6,3,3,0,15,0,0,0,77,1.017,7.8,1.4,1.4,6.9,5,redirect.fcgi?player=1&mlb_ID=519242
1168,Tyler Samaniego*,27,BOS,7.3,0,0,0,,0,4,0,0,0,0,0,5.1,1,0,0,0,2,0,6,0,0,1,16,0.563,1.7,0,3.4,10.1,3,redirect.fcgi?player=1&mlb_ID=701719
1169,Bryan Sammons*,31,DET,7.3,1,1,1,0.5,8.1,3,1,0,0,0,0,6.2,6,6,6,1,4,0,3,1,0,0,31,1.5,8.1,1.4,5.4,4.1,0.75,redirect.fcgi?player=1&mlb_ID=676614
1170,Yosber Sanchez,25,DET,7.2,0,0,0,,0,2,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=681458
1171,Wilmy Sanchez,22,HOU,,0,0,0,,0,1,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,13.5,,redirect.fcgi?player=1&mlb_ID=804522
1172,Juan Sánchez*,25,SF,7.1,0,0,0,,0,7,0,4,0,0,2,6.1,2,0,0,0,5,0,8,0,0,0,25,1.105,2.8,0,7.1,11.4,1.6,redirect.fcgi?player=1&mlb_ID=678738
1173,Fernando Sanchez*,25,SD,8,0,0,0,,27,1,0,0,0,0,0,0.1,2,1,1,1,1,0,0,0,0,0,4,9,54,27,27,0,0,redirect.fcgi?player=1&mlb_ID=685719
1174,Cristopher Sánchez*,29,PHI,8.3,2,0,0,,1.29,2,2,0,0,0,0,7,4,1,1,0,0,0,8,0,0,0,25,0.571,5.1,0,0,10.3,,redirect.fcgi?player=1&mlb_ID=650911
1175,Aaron Sanchez,33,KC,7.6,1,0,0,,4.5,5,1,0,0,0,0,10,11,5,5,1,5,0,7,0,0,0,43,1.6,9.9,0.9,4.5,6.3,1.4,redirect.fcgi?player=1&mlb_ID=592717
1176,Cam Sanders,29,PIT,7.1,1,0,2,0,4.7,8,1,1,0,0,1,7.2,6,4,4,2,1,0,10,1,0,0,31,0.913,7,2.3,1.2,11.7,10,redirect.fcgi?player=1&mlb_ID=676742
1177,Nick Sandlin,29,LAA,7,0,0,0,,4.5,2,0,0,0,0,0,2,1,1,1,0,1,0,2,0,0,0,8,1,4.5,0,4.5,9,2,redirect.fcgi?player=1&mlb_ID=680704
1178,Nick Sando*,25,CIN,7.7,0,1,0,1,10.13,3,0,0,0,0,0,2.2,4,3,3,1,3,0,4,0,0,0,15,2.625,13.5,3.4,10.1,13.5,1.33,redirect.fcgi?player=1&mlb_ID=805311
1179,Jayvien Sandridge*,27,LAA,5.8,0,0,1,0,22.5,2,0,0,0,0,0,2,5,5,5,1,0,0,1,1,0,1,12,2.5,22.5,4.5,0,4.5,,redirect.fcgi?player=1&mlb_ID=682144
1180,Cole Sands,28,MIN,6.9,0,0,0,,4.15,9,0,0,0,0,0,8.2,6,4,4,2,2,0,7,0,0,0,32,0.923,6.2,2.1,2.1,7.3,3.5,redirect.fcgi?player=1&mlb_ID=663485
1181,Reiver Sanmartin*,30,SF,7.7,0,0,0,,4.5,2,0,0,0,0,0,2,2,1,1,1,0,0,2,0,0,0,8,1,9,4.5,0,9,,redirect.fcgi?player=1&mlb_ID=665665
1182,Mike Sansone*,26,BOS,6.7,0,0,0,,10.8,7,0,2,0,0,2,5,13,7,6,1,0,0,3,0,0,0,30,2.6,23.4,1.8,0,5.4,,redirect.fcgi?player=1&mlb_ID=806333
1183,Alimber Santa,23,HOU,6.2,0,0,0,,3.6,5,0,1,0,0,1,5,5,2,2,0,6,0,6,0,0,0,26,2.2,9,0,10.8,10.8,1,redirect.fcgi?player=1&mlb_ID=695001
1184,Dennis Santana,30,PIT,8.3,0,0,0,,2.25,4,0,0,0,0,0,4,4,1,1,0,1,0,4,0,0,0,17,1.25,9,0,2.3,9,4,redirect.fcgi?player=1&mlb_ID=642701
1185,Tony Santillan,29,CIN,6.9,0,1,0,1,7.11,7,0,0,0,0,0,6.1,8,5,5,2,4,0,11,1,0,0,31,1.895,11.4,2.8,5.7,15.6,2.75,redirect.fcgi?player=1&mlb_ID=663574
1186,Gregory Santos,26,SF,7.2,0,0,0,,5.4,4,0,1,0,0,0,3.1,5,5,2,0,5,0,2,1,0,0,22,3,13.5,0,13.5,5.4,0.4,redirect.fcgi?player=1&mlb_ID=666619
1187,Alex Santos II,24,HOU,5.2,0,0,0,,0,1,0,1,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,2,3,27,0,0,0,,redirect.fcgi?player=1&mlb_ID=691012
1188,Roki Sasaki,24,LAD,8.2,4,1,0,1,15.58,4,4,0,0,0,0,8.2,9,15,15,2,15,0,12,2,0,0,52,2.769,9.3,2.1,15.6,12.5,0.8,redirect.fcgi?player=1&mlb_ID=808963
1189,Tayler Saucedo*,33,LAA,6.4,0,0,0,,5.14,7,0,2,0,0,1,7,7,4,4,1,3,0,8,1,0,1,32,1.429,9,1.3,3.9,10.3,2.67,redirect.fcgi?player=1&mlb_ID=642048
1190,Kelena Sauer,23,TOR,9.4,0,0,0,,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=694989
1191,Nate Savino*,24,AZ,7.3,0,0,0,,4.5,3,0,1,0,0,0,2,5,1,1,0,1,0,2,0,0,0,12,3,22.5,0,4.5,9,2,redirect.fcgi?player=1&mlb_ID=691014
1192,Josh Sborz,32,TEX,6.7,0,0,0,,5,9,0,0,0,0,0,9,8,5,5,1,3,0,8,0,0,2,37,1.222,8,1,3,8,2.67,redirect.fcgi?player=1&mlb_ID=622250
1193,Shay Schanaman,26,ATL,6.7,0,0,0,,0,3,0,1,0,0,0,1.2,2,1,0,0,1,0,1,0,0,0,8,1.8,10.8,0,5.4,5.4,1,redirect.fcgi?player=1&mlb_ID=681212
1194,Max Scherzer,41,TOR,8.1,3,1,0,1,0,3,3,0,0,0,0,13.2,4,0,0,0,5,0,9,0,0,0,49,0.659,2.6,0,3.3,5.9,1.8,redirect.fcgi?player=1&mlb_ID=453286
1195,Cam Schlittler,25,NYY,7.4,3,2,0,1,0.93,3,3,0,0,0,0,9.2,6,1,1,0,2,0,11,0,0,0,37,0.828,5.6,0,1.9,10.2,5.5,redirect.fcgi?player=1&mlb_ID=693645
1196,Garrett Schoenle*,28,CWS,8,0,0,0,,0,3,0,0,0,0,0,1.2,2,0,0,0,1,0,1,0,0,0,7,1.8,10.8,0,5.4,5.4,1,redirect.fcgi?player=1&mlb_ID=676881
1197,Jesse Scholtens,32,TB,6.9,0,0,1,0,8.31,3,0,0,0,0,0,4.1,4,4,4,1,2,0,4,0,0,1,18,1.385,8.3,2.1,4.2,8.3,2,redirect.fcgi?player=1&mlb_ID=669947
1198,John Schreiber,32,KC,7.6,0,0,2,0,8.1,7,0,0,0,0,0,6.2,10,7,6,1,2,0,6,1,0,0,31,1.8,13.5,1.4,2.7,8.1,3,redirect.fcgi?player=1&mlb_ID=670167
1199,Cam Schuelke,24,CLE,6.6,0,1,0,1,0,3,0,1,0,0,0,1.2,1,0,0,0,3,0,4,0,0,0,9,2.4,5.4,0,16.2,21.6,1.33,redirect.fcgi?player=1&mlb_ID=807575
1200,Thomas Schultz,26,WSH,6,0,0,0,,54,1,0,0,0,0,0,0.1,2,2,2,1,0,0,1,0,0,0,3,6,54,27,0,27,,redirect.fcgi?player=1&mlb_ID=686463
1201,Paxton Schultz,28,WSH,6.5,0,0,0,,3,3,0,1,0,0,0,3,1,1,1,0,2,0,3,0,0,0,12,1,3,0,6,9,1.5,redirect.fcgi?player=1&mlb_ID=687606
1202,Noah Schultz*,22,CWS,5,0,0,0,,2.08,2,0,1,0,0,0,4.1,3,1,1,0,0,0,5,0,0,0,16,0.692,6.2,0,0,10.4,,redirect.fcgi?player=1&mlb_ID=702273
1203,Connor Schultz,27,CHC,6.7,0,0,1,0,10.8,4,0,1,0,0,0,5,11,6,6,5,1,0,2,1,0,0,28,2.4,19.8,9,1.8,3.6,2,redirect.fcgi?player=1&mlb_ID=701565
1204,Tyler Schweitzer*,25,CWS,6.1,0,1,0,1,3.86,5,0,2,0,0,0,7,8,3,3,2,3,0,8,0,0,2,29,1.571,10.3,2.6,3.9,10.3,2.67,redirect.fcgi?player=1&mlb_ID=805326
1205,Tayler Scott,34,ATL,7.3,0,0,0,,0,4,0,0,0,0,0,4,3,0,0,0,2,0,2,0,0,0,14,1.25,6.8,0,4.5,4.5,1,redirect.fcgi?player=1&mlb_ID=605463
1206,Tanner Scott*,31,LAD,7.8,0,0,0,,4.5,10,0,1,0,0,0,8,11,7,4,2,2,0,11,0,0,0,39,1.625,12.4,2.3,2.3,12.4,5.5,redirect.fcgi?player=1&mlb_ID=656945
1207,Christian Scott,27,NYM,6.2,0,0,1,0,4.5,2,0,0,0,0,0,6,6,3,3,1,4,0,8,0,0,2,27,1.667,9,1.5,6,12,2,redirect.fcgi?player=1&mlb_ID=681035
1208,Connor Seabold,30,DETTOR,7.1,0,0,0,,0,1,0,0,0,0,0,0.2,2,0,0,0,0,0,0,0,0,0,4,3,27,0,0,0,,redirect.fcgi?player=1&mlb_ID=657756
1209,JP Sears*,30,SD,7.5,2,1,0,1,8.44,4,2,0,0,0,0,10.2,14,10,10,4,4,0,10,3,0,0,51,1.688,11.8,3.4,3.4,8.4,2.5,redirect.fcgi?player=1&mlb_ID=676664
1210,Ben Sears,26,KC,6.6,0,0,1,0,10.8,5,0,3,0,0,0,3.1,6,4,4,1,1,0,5,0,0,0,17,2.1,16.2,2.7,2.7,13.5,5,redirect.fcgi?player=1&mlb_ID=700786
1211,Matt Seelinger,31,DET,7.7,0,0,1,0,18,5,0,1,0,0,0,4,7,8,8,1,4,0,4,0,0,1,23,2.75,15.8,2.3,9,9,1,redirect.fcgi?player=1&mlb_ID=676910
1212,Brock Selvidge*,23,NYY,,0,0,0,,0,1,0,1,0,0,0,2,0,0,0,0,1,0,4,0,0,1,8,0.5,0,0,4.5,18,4,redirect.fcgi?player=1&mlb_ID=691795
1213,Adam Seminaris*,27,PHI,4.8,0,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,9,,redirect.fcgi?player=1&mlb_ID=694372
1214,Reidis Sena,25,BOS,6.1,0,0,0,,4.5,3,0,1,0,0,0,2,1,1,1,0,2,0,2,0,0,0,9,1.5,4.5,0,9,9,1,redirect.fcgi?player=1&mlb_ID=684128
1215,Kodai Senga,33,NYM,6.7,3,1,0,1,1.86,3,3,0,0,0,0,9.2,6,2,2,2,1,0,11,0,0,0,35,0.724,5.6,1.9,0.9,10.2,11,redirect.fcgi?player=1&mlb_ID=673540
1216,Antonio Senzatela,31,COL,8.6,1,1,0,1,1.29,3,1,0,0,0,0,7,4,1,1,1,1,0,4,0,0,0,26,0.714,5.1,1.3,1.3,5.1,4,redirect.fcgi?player=1&mlb_ID=622608
1217,Jack Seppings,23,MIL,7,0,0,0,,6.75,2,0,0,0,0,0,1.1,2,1,1,0,2,0,1,0,0,0,8,3,13.5,0,13.5,6.8,0.5,redirect.fcgi?player=1&mlb_ID=808952
1218,Adam Serwinowski*,22,LAD,6.7,0,0,0,,0,2,0,1,0,0,0,2,0,0,0,0,1,0,4,0,0,0,8,0.5,0,0,4.5,18,4,redirect.fcgi?player=1&mlb_ID=703445
1219,Luis Severino,32,ATH,7.3,2,1,0,1,1.29,2,2,0,0,0,0,7,3,1,1,1,3,0,10,0,1,0,28,0.857,3.9,1.3,3.9,12.9,3.33,redirect.fcgi?player=1&mlb_ID=622663
1220,Anderson Severino*,31,NYM,6.4,0,0,1,0,13.5,3,0,0,0,0,0,2.2,5,4,4,0,2,0,3,0,0,0,14,2.625,16.9,0,6.8,10.1,1.5,redirect.fcgi?player=1&mlb_ID=644429
1221,Paul Sewald,36,AZ,7.9,0,0,0,,2.25,8,0,0,0,0,0,8,6,2,2,0,1,0,5,3,0,0,33,0.875,6.8,0,1.1,5.6,5,redirect.fcgi?player=1&mlb_ID=623149
1222,Ian Seymour*,27,TB,7.3,0,0,0,,2.7,6,0,1,0,0,0,13.1,9,4,4,0,4,0,15,1,0,0,52,0.975,6.1,0,2.7,10.1,3.75,redirect.fcgi?player=1&mlb_ID=693855
1223,Carson Seymour,27,SF,7.4,1,3,0,1,2.92,6,1,0,0,0,0,12.1,8,5,4,0,5,0,10,2,0,0,51,1.054,5.8,0,3.6,7.3,2,redirect.fcgi?player=1&mlb_ID=693313
1224,Evan Shaw*,25,LAD,6.7,0,0,0,,3.86,2,0,1,0,0,1,2.1,1,1,1,0,4,0,4,0,0,0,12,2.143,3.9,0,15.4,15.4,1,redirect.fcgi?player=1&mlb_ID=822627
1225,Evan Shawver*,26,COL,7.1,0,0,0,,23.63,3,0,0,0,0,0,2.2,7,7,7,0,3,0,2,0,0,0,18,3.75,23.6,0,10.1,6.8,0.67,redirect.fcgi?player=1&mlb_ID=686900
1226,Emmet Sheehan,26,LAD,7.8,3,1,0,1,5.91,3,3,0,0,0,0,10.2,8,7,7,1,6,0,11,1,1,1,48,1.313,6.8,0.8,5.1,9.3,1.83,redirect.fcgi?player=1&mlb_ID=686218
1227,Jake Shirk,24,PIT,6.5,0,0,0,,0,2,0,1,0,0,0,1.1,1,0,0,0,0,0,1,0,0,0,5,0.75,6.8,0,0,6.8,,redirect.fcgi?player=1&mlb_ID=827620
1228,TJ Shook,28,COL,7.6,0,0,0,,0,8,0,2,0,0,1,4.1,3,2,0,0,0,0,2,2,0,0,18,0.692,6.2,0,0,4.2,,redirect.fcgi?player=1&mlb_ID=669298
1229,Chase Shores,22,LAA,4.8,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=702274
1230,Avery Short*,25,AZ,6,0,0,0,,9,1,0,1,0,0,0,1,2,1,1,1,0,0,1,0,0,0,4,2,18,9,0,9,,redirect.fcgi?player=1&mlb_ID=683008
1231,Chase Shugart,29,PHI,7.1,0,0,0,,3.72,8,0,0,0,0,0,9.2,8,5,4,0,7,0,7,1,0,0,45,1.552,7.4,0,6.5,6.5,1,redirect.fcgi?player=1&mlb_ID=663767
1232,Seth Shuman,28,WSH,9.1,0,1,0,1,0,2,0,0,0,0,0,1.1,1,0,0,0,0,0,1,0,0,0,4,0.75,6.8,0,0,6.8,,redirect.fcgi?player=1&mlb_ID=670234
1233,RJ Shunck*,22,MIA,5.3,0,0,0,,27,1,0,0,0,0,0,0.2,1,2,2,0,3,0,1,0,0,1,6,6,13.5,0,40.5,13.5,0.33,redirect.fcgi?player=1&mlb_ID=836071
1234,Jared Shuster*,27,STL,7.4,1,1,1,0.5,9,2,1,0,0,0,0,5,8,5,5,2,1,0,5,0,0,0,24,1.8,14.4,3.6,1.8,9,5,redirect.fcgi?player=1&mlb_ID=694363
1235,T.J. Sikkema*,27,BOS,8,1,0,1,0,9,3,1,0,0,0,0,5,10,6,5,0,1,0,5,0,0,1,26,2.2,18,0,1.8,9,5,redirect.fcgi?player=1&mlb_ID=674674
1236,Easton Sikorski,26,CIN,7.4,0,0,0,,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=675783
1237,Chase Silseth,26,LAA,7.7,0,0,0,,5.91,9,0,0,0,0,0,10.2,11,7,7,1,5,0,14,1,0,1,47,1.5,9.3,0.8,4.2,11.8,2.8,redirect.fcgi?player=1&mlb_ID=681217
1238,Dylan Simmons,25,CIN,5.7,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=687535
1239,Johan Simon*,24,DET,6.3,0,0,1,0,9,2,0,0,0,0,0,1,3,1,1,0,1,0,2,1,0,1,7,4,27,0,9,18,2,redirect.fcgi?player=1&mlb_ID=696059
1240,Ben Simon,24,NYM,4.8,0,0,0,,0,3,0,1,0,0,0,3,1,0,0,0,4,0,4,0,0,1,14,1.667,3,0,12,12,1,redirect.fcgi?player=1&mlb_ID=815084
1241,Josh Simpson*,28,SEA,7.4,0,0,0,,18,4,0,0,0,0,0,3,7,6,6,2,4,0,5,0,0,1,20,3.667,21,6,12,15,1.25,redirect.fcgi?player=1&mlb_ID=681006
1242,Jared Simpson*,26,WSH,5.6,0,0,1,0,10.8,2,0,0,0,0,0,1.2,1,3,2,0,1,0,2,1,0,0,9,1.2,5.4,0,5.4,10.8,2,redirect.fcgi?player=1&mlb_ID=688692
1243,Lucas Sims,32,CWS,7.1,0,0,0,,0,6,0,0,0,0,0,6,3,0,0,0,3,0,8,0,0,0,23,1,4.5,0,4.5,12,2.67,redirect.fcgi?player=1&mlb_ID=608371
1244,Landon Sims,25,AZ,7.2,0,0,0,,27,3,0,0,0,0,0,1.2,3,5,5,1,2,0,2,0,0,0,10,3,16.2,5.4,10.8,10.8,1,redirect.fcgi?player=1&mlb_ID=683085
1245,Jack Sinclair,27,WSH,8.2,0,0,0,,0,2,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,6,0.5,4.5,0,0,18,,redirect.fcgi?player=1&mlb_ID=695378
1246,Brady Singer,29,CIN,7.4,5,1,1,0.5,5.4,5,5,0,0,0,0,16.2,20,11,10,1,8,0,12,0,0,1,73,1.68,10.8,0.5,4.3,6.5,1.5,redirect.fcgi?player=1&mlb_ID=663903
1247,Evan Sisk*,29,PIT,7.4,0,0,0,,3,6,0,2,0,0,2,6,3,2,2,0,6,0,7,0,0,0,26,1.5,4.5,0,9,10.5,1.17,redirect.fcgi?player=1&mlb_ID=681895
1248,Paul Skenes,24,PIT,8.5,2,1,0,1,1.42,2,2,0,0,0,0,6.1,2,1,1,0,7,0,9,0,0,0,28,1.421,2.8,0,9.9,12.8,1.29,redirect.fcgi?player=1&mlb_ID=694973
1249,Carson Skipper*,26,COL,,0,0,0,,18,1,0,1,0,0,0,1,2,2,2,0,1,0,1,0,0,0,6,3,18,0,9,9,1,redirect.fcgi?player=1&mlb_ID=702297
1250,Tarik Skubal*,29,DET,7.8,4,1,0,1,3.95,4,4,0,0,0,0,13.2,15,7,6,1,1,0,17,0,0,0,56,1.171,9.9,0.7,0.7,11.2,17,redirect.fcgi?player=1&mlb_ID=669373
1251,Justin Slaten,28,BOS,7.5,0,0,0,,5.4,7,0,0,0,0,0,6.2,6,5,4,1,3,0,7,0,0,0,28,1.35,8.1,1.4,4.1,9.5,2.33,redirect.fcgi?player=1&mlb_ID=686580
1252,Ryan Sloan,20,SEA,8,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,9,,redirect.fcgi?player=1&mlb_ID=815549
1253,Ethan Sloan*,23,DET,6.6,0,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,9,,redirect.fcgi?player=1&mlb_ID=826942
1254,Travis Smith,23,MIL,6.2,0,0,0,,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,0,6,1,0,0,9,18,2,redirect.fcgi?player=1&mlb_ID=695605
1255,Shane Smith,26,CWS,8.1,4,1,1,0.5,10.13,4,4,0,0,0,0,10.2,11,13,12,2,9,0,9,5,0,0,56,1.875,9.3,1.7,7.6,7.6,1,redirect.fcgi?player=1&mlb_ID=681343
