Rk,Name,Age,Tm,OppQual,GS,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
497,Austin Gordon,23,LAA,6.8,1,0,1,0,3.38,4,1,1,0,0,0,8,12,3,3,0,1,0,8,0,0,0,37,1.625,13.5,0,1.1,9,8,redirect.fcgi?player=1&mlb_ID=803135
498,MacKenzie Gore*,27,TEX,7.9,5,2,0,1,5.52,5,5,0,0,0,0,14.2,17,9,9,0,6,0,9,2,0,2,65,1.568,10.4,0,3.7,5.5,1.5,redirect.fcgi?player=1&mlb_ID=669022
499,JJ Goss,25,ATH,6.1,0,1,0,1,6.75,4,0,1,0,0,0,5.1,7,5,4,0,3,0,2,0,0,1,26,1.875,11.8,0,5.1,3.4,0.67,redirect.fcgi?player=1&mlb_ID=683101
500,Trevor Gott,33,WSH,6.1,0,0,0,,9,3,0,1,0,0,0,3,5,5,3,1,1,0,1,0,0,0,16,2,15,3,3,3,1,redirect.fcgi?player=1&mlb_ID=641627
501,Riley Gowens,26,CWS,7.1,0,0,0,,0,4,0,1,0,0,0,2.2,1,0,0,0,0,0,2,0,0,1,9,0.375,3.4,0,0,6.8,,redirect.fcgi?player=1&mlb_ID=803035
502,Gordon Graceffo,26,STL,6.9,0,0,0,,0,3,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,1,13,1,9,0,0,6,,redirect.fcgi?player=1&mlb_ID=700669
503,Andre Granillo,26,WSH,6.8,0,1,0,1,0,8,0,2,0,0,0,8.2,6,4,0,0,3,0,6,1,0,0,37,1.038,6.2,0,3.1,6.2,2,redirect.fcgi?player=1&mlb_ID=701552
504,Sonny Gray,36,BOS,7.7,4,0,1,0,4.91,4,4,0,0,0,0,14.2,14,8,8,3,7,0,17,2,0,0,62,1.432,8.6,1.8,4.3,10.4,2.43,redirect.fcgi?player=1&mlb_ID=543243
505,Peyton Gray,31,TEX,6.6,0,1,0,1,2.53,9,0,5,0,0,2,10.2,6,3,3,1,1,0,18,0,0,0,39,0.656,5.1,0.8,0.8,15.2,18,redirect.fcgi?player=1&mlb_ID=682608
506,Josiah Gray,28,WSH,7.5,2,0,0,,1.93,2,2,0,0,0,0,4.2,3,1,1,0,1,0,5,2,0,1,19,0.857,5.8,0,1.9,9.6,5,redirect.fcgi?player=1&mlb_ID=680686
507,Mason Green*,27,COL,7.5,0,0,1,0,18,2,0,1,0,0,0,1,4,2,2,0,0,0,0,0,0,1,7,4,36,0,0,0,,redirect.fcgi?player=1&mlb_ID=679057
508,Griffin Green,25,CIN,7.9,0,0,0,,11.57,2,0,1,0,0,0,2.1,4,3,3,0,3,0,2,0,0,0,14,3,15.4,0,11.6,7.7,0.67,redirect.fcgi?player=1&mlb_ID=802372
509,Hunter Greene,26,CIN,8.4,1,0,0,,36,1,1,0,0,0,0,1,5,4,4,0,1,0,0,0,0,1,8,6,45,0,9,0,0,redirect.fcgi?player=1&mlb_ID=668881
510,Hunter Gregory,27,TOR,5.5,0,0,0,,0,2,0,1,0,0,0,1.1,1,0,0,0,0,0,2,1,0,0,5,0.75,6.8,0,0,13.5,,redirect.fcgi?player=1&mlb_ID=695347
511,Trey Gregory-Alford,20,LAA,7.3,0,1,0,1,9,1,0,0,0,0,0,2,3,2,2,1,0,0,2,0,0,0,8,1.5,13.5,4.5,0,9,,redirect.fcgi?player=1&mlb_ID=807281
512,Foster Griffin*,30,WSH,6,2,0,1,0,4.5,2,2,0,0,0,0,8,8,4,4,0,2,0,9,1,0,0,34,1.25,9,0,2.3,10.1,4.5,redirect.fcgi?player=1&mlb_ID=656492
513,Marquis Grissom Jr.,24,WSH,7,0,0,0,,0,2,0,1,0,0,0,3,1,0,0,0,0,0,2,1,0,0,11,0.333,3,0,0,6,,redirect.fcgi?player=1&mlb_ID=671726
514,Jakob Guardado,24,LAA,5.4,0,0,0,,0,2,0,1,0,0,1,1.1,2,0,0,0,0,0,1,0,0,0,4,1.5,13.5,0,0,6.8,,redirect.fcgi?player=1&mlb_ID=824200
515,Richard Guasch,28,BAL,,0,0,0,,0,1,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,13.5,,redirect.fcgi?player=1&mlb_ID=683014
516,Sean Guenther*,30,DET,6.6,0,0,0,,0,7,0,1,0,0,0,7.2,5,0,0,0,2,0,5,0,0,0,29,0.913,5.9,0,2.3,5.9,2.5,redirect.fcgi?player=1&mlb_ID=674944
517,Javy Guerra,30,ATL,7.9,0,0,1,0,16.88,3,0,1,0,0,1,2.2,2,5,5,1,4,0,2,0,0,0,14,2.25,6.8,3.4,13.5,6.8,0.5,redirect.fcgi?player=1&mlb_ID=642770
518,Tayron Guerrero,35,BOS,6.5,0,0,1,0,0.96,9,0,4,0,0,4,9.1,10,2,1,0,4,0,8,0,0,0,41,1.5,9.6,0,3.9,7.7,2,redirect.fcgi?player=1&mlb_ID=594027
519,Luis Guerrero,25,TB,6.5,0,1,0,1,9.82,9,0,4,0,0,2,7.1,14,15,8,4,7,0,8,0,0,0,44,2.864,17.2,4.9,8.6,9.8,1.14,redirect.fcgi?player=1&mlb_ID=692285
520,Ryan Gusto,27,MIA,7.2,1,0,0,,4.66,4,1,0,0,0,0,9.2,12,5,5,2,2,0,7,0,0,1,43,1.448,11.2,1.9,1.9,6.5,3.5,redirect.fcgi?player=1&mlb_ID=687473
521,Roque Gutierrez,23,LAD,3.8,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,9,0,0,9,,redirect.fcgi?player=1&mlb_ID=692262
522,Luis Gutierrez*,22,SD,7.7,0,0,0,,4.5,2,0,1,0,0,0,4,2,2,2,1,1,0,3,0,0,0,15,0.75,4.5,2.3,2.3,6.8,3,redirect.fcgi?player=1&mlb_ID=692294
523,Carlos Guzman,28,NYM,5.8,0,0,0,,0,1,0,1,0,0,1,1,0,0,0,0,2,0,1,0,0,0,5,2,0,0,18,9,0.5,redirect.fcgi?player=1&mlb_ID=664346
524,Justin Hagenman,29,NYM,7.5,2,0,0,,5.4,3,2,0,0,0,0,8.1,9,5,5,2,3,0,11,1,0,0,38,1.44,9.7,2.2,3.2,11.9,3.67,redirect.fcgi?player=1&mlb_ID=663795
525,Jesse Hahn,36,TOR,8.2,0,0,0,,5.4,6,0,1,0,0,1,6.2,8,4,4,0,3,0,3,0,0,0,29,1.65,10.8,0,4.1,4.1,1,redirect.fcgi?player=1&mlb_ID=534910
526,Skylar Hales,24,STL,6.2,0,0,0,,4.76,6,0,2,0,0,2,5.2,3,3,3,0,1,0,7,0,0,0,21,0.706,4.8,0,1.6,11.1,7,redirect.fcgi?player=1&mlb_ID=813766
527,DL Hall*,27,MIL,7.8,1,0,1,0,1.8,7,1,0,0,0,0,10,9,2,2,0,3,0,9,0,1,3,41,1.2,8.1,0,2.7,8.1,3,redirect.fcgi?player=1&mlb_ID=669084
528,Patrick Halligan,26,BOS,6,0,0,0,,36,2,0,0,0,0,0,1,5,4,4,1,0,0,1,0,0,0,8,5,45,9,0,9,,redirect.fcgi?player=1&mlb_ID=701856
529,Seth Halvorsen,26,COL,7.3,0,0,0,,21.6,7,0,0,0,0,0,5,8,12,12,1,12,0,4,1,0,4,34,4,14.4,1.8,21.6,7.2,0.33,redirect.fcgi?player=1&mlb_ID=678020
530,Dom Hamel,27,NYY,7.2,0,0,0,,7.71,2,0,0,0,0,0,4.2,8,5,4,0,3,0,1,0,0,0,23,2.357,15.4,0,5.8,1.9,0.33,redirect.fcgi?player=1&mlb_ID=687589
531,Xander Hamilton,24,MIN,6.9,0,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,1,9,0,0,9,,redirect.fcgi?player=1&mlb_ID=687295
532,Ian Hamilton,31,ATL,6.4,0,0,0,,5.4,2,0,1,0,0,0,1.2,3,1,1,0,2,0,1,0,0,0,10,3,16.2,0,10.8,5.4,0.5,redirect.fcgi?player=1&mlb_ID=641656
533,Dan Hammer,28,NYM,5.6,0,0,0,,0,2,0,1,0,0,0,1.1,0,0,0,0,1,0,2,0,0,0,4,0.75,0,0,6.8,13.5,2,redirect.fcgi?player=1&mlb_ID=669285
534,Emerson Hancock,27,SEA,8,3,1,1,0.5,5.4,5,3,0,0,0,0,15,16,9,9,1,1,0,21,1,0,0,63,1.133,9.6,0.6,0.6,12.6,21,redirect.fcgi?player=1&mlb_ID=676106
535,Brenan Hanifee,28,DET,7.3,0,0,0,,6.35,6,0,0,0,0,0,5.2,8,4,4,1,1,0,6,1,0,0,25,1.588,12.7,1.6,1.6,9.5,6,redirect.fcgi?player=1&mlb_ID=669724
536,Bradley Hanner,27,NYY,6.6,0,0,1,0,6.43,7,0,2,0,0,1,7,8,6,5,1,4,0,7,1,0,0,34,1.714,10.3,1.3,5.1,9,1.75,redirect.fcgi?player=1&mlb_ID=690440
537,Tyson Hardin,24,MIL,8.4,0,0,1,0,13.5,2,0,0,0,0,0,2,2,3,3,1,1,0,1,0,0,0,9,1.5,9,4.5,4.5,4.5,1,redirect.fcgi?player=1&mlb_ID=824620
538,Houston Harding*,28,LAA,5.4,0,0,0,,12,4,0,3,0,0,2,3,4,4,4,1,1,0,3,1,0,0,16,1.667,12,3,3,9,3,redirect.fcgi?player=1&mlb_ID=699613
539,Daniel Harper,27,PHI,6.7,0,0,0,,3.86,3,0,0,0,0,0,2.1,1,1,1,0,1,0,4,1,0,0,10,0.857,3.9,0,3.9,15.4,4,redirect.fcgi?player=1&mlb_ID=679702
540,Tom Harrington,24,PIT,7.3,0,0,0,,1.5,2,0,1,0,0,1,6,3,1,1,1,3,0,2,0,0,0,23,1,4.5,1.5,4.5,3,0.67,redirect.fcgi?player=1&mlb_ID=802419
541,Zach Harris,22,COL,8.7,0,0,0,,0,1,0,0,0,0,0,0.1,1,0,0,0,1,0,0,0,0,0,3,6,27,0,27,0,0,redirect.fcgi?player=1&mlb_ID=823226
542,Trent Harris,27,SF,7.2,0,0,0,,9.64,4,0,0,0,0,0,4.2,9,5,5,2,2,0,4,0,0,0,23,2.357,17.4,3.9,3.9,7.7,2,redirect.fcgi?player=1&mlb_ID=805345
543,Hogan Harris*,29,ATH,7,0,0,0,,3.24,8,0,0,0,0,0,8.1,5,3,3,2,4,0,11,0,0,0,33,1.08,5.4,2.2,4.3,11.9,2.75,redirect.fcgi?player=1&mlb_ID=663687
544,Hayden Harris*,27,ATL,5.6,0,0,0,,1.8,5,0,0,0,0,0,5,4,1,1,1,2,0,12,1,0,0,22,1.2,7.2,1.8,3.6,21.6,6,redirect.fcgi?player=1&mlb_ID=802686
545,Kyle Harrison*,24,MIL,7.2,3,0,2,0,7.45,3,3,0,0,0,0,9.2,12,12,8,4,3,0,15,1,0,0,47,1.552,11.2,3.7,2.8,14,5,redirect.fcgi?player=1&mlb_ID=690986
546,Devereaux Harrison,25,TOR,5.7,0,0,1,0,4.91,3,0,2,0,0,0,3.2,4,2,2,1,0,0,4,2,0,0,15,1.091,9.8,2.5,0,9.8,,redirect.fcgi?player=1&mlb_ID=687288
547,Kyle Hart*,33,SD,7.9,1,1,0,1,0.64,8,1,1,0,0,0,14,11,3,1,0,3,0,15,2,1,0,56,1,7.1,0,1.9,9.6,5,redirect.fcgi?player=1&mlb_ID=606996
548,Geoff Hartlieb,32,ATH,6.3,0,0,0,,22.09,6,0,2,0,0,1,3.2,10,10,9,1,3,0,3,2,0,0,27,3.545,24.5,2.5,7.4,7.4,1,redirect.fcgi?player=1&mlb_ID=664129
549,Grant Hartwig,28,MIN,6.9,0,1,1,0.5,9.82,7,0,4,0,0,0,7.1,7,9,8,2,2,0,3,4,0,0,33,1.227,8.6,2.5,2.5,3.7,1.5,redirect.fcgi?player=1&mlb_ID=701643
550,Hunter Harvey,31,CHC,7.5,0,0,0,,1.5,6,0,0,0,0,0,6,6,2,1,0,0,0,6,0,0,1,25,1,9,0,0,9,,redirect.fcgi?player=1&mlb_ID=640451
551,Thomas Hatch,31,AZ,7.5,1,0,0,,5.4,3,1,0,0,0,0,5,6,5,3,2,1,0,5,0,0,0,22,1.4,10.8,3.6,1.8,9,5,redirect.fcgi?player=1&mlb_ID=641672
552,Garrett Hawkins,26,SD,6.6,0,0,1,0,4.5,7,0,3,0,0,1,6,7,3,3,0,5,0,7,0,0,1,30,2,10.5,0,7.5,10.5,1.4,redirect.fcgi?player=1&mlb_ID=678184
553,Dakota Hawkins,26,NYM,8.4,0,0,0,,inf,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,,,,,,,redirect.fcgi?player=1&mlb_ID=809950
554,Ryan Hawks,25,SEA,7.3,0,0,0,,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,9,,redirect.fcgi?player=1&mlb_ID=686470
555,Hunter Hayes,25,STL,7.5,0,0,0,,18,2,0,0,0,0,0,1,3,2,2,1,3,0,0,0,0,0,9,6,27,9,27,0,0,redirect.fcgi?player=1&mlb_ID=702119
556,Jagger Haynes*,23,SD,6.3,1,0,0,,4.5,3,1,0,0,0,0,4,7,2,2,1,0,0,1,0,0,0,16,1.75,15.8,2.3,0,2.3,,redirect.fcgi?player=1&mlb_ID=695247
557,Brent Headrick*,28,NYY,7.3,0,2,0,1,2.57,7,0,0,0,0,0,7,8,2,2,1,1,0,12,0,0,0,30,1.286,10.3,1.3,1.3,15.4,12,redirect.fcgi?player=1&mlb_ID=687396
558,Jonathan Heasley,29,KC,5.4,0,0,1,0,27,3,0,1,0,0,0,2,8,6,6,2,1,0,2,0,0,0,15,4.5,36,9,4.5,9,2,redirect.fcgi?player=1&mlb_ID=669169
559,Jacob Heatherly*,28,CWS,5.4,0,0,0,,0,2,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,13.5,,redirect.fcgi?player=1&mlb_ID=669436
560,Duque Hebbert,24,DET,5.5,0,0,0,,0,1,0,0,0,0,0,0.2,1,1,0,0,0,0,0,0,0,0,4,1.5,13.5,0,0,0,,redirect.fcgi?player=1&mlb_ID=808986
561,Dylan Heid,28,BAL,9.3,0,0,0,,6.75,2,0,0,0,0,0,1.1,0,1,1,0,2,0,0,0,0,1,5,1.5,0,0,13.5,0,0,redirect.fcgi?player=1&mlb_ID=695327
562,Josh Hejka,29,TEX,7.9,0,0,0,,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,redirect.fcgi?player=1&mlb_ID=691196
563,Ryan Helsley,31,BAL,7.2,0,0,0,,0,6,0,1,0,0,0,6,3,0,0,0,3,0,8,0,0,0,22,1,4.5,0,4.5,12,2.67,redirect.fcgi?player=1&mlb_ID=664854
564,Tink Hence,23,STL,6.7,0,0,0,,16.2,2,0,0,0,0,0,1.2,4,3,3,1,1,0,2,0,0,0,10,3,21.6,5.4,5.4,10.8,2,redirect.fcgi?player=1&mlb_ID=693311
565,Logan Henderson,24,MIL,7.4,1,0,0,,1.5,3,1,0,0,0,0,6,3,2,1,1,0,0,4,0,0,0,21,0.5,4.5,1.5,0,6,,redirect.fcgi?player=1&mlb_ID=701656
566,Liam Hendriks,37,MIN,7.4,0,0,1,0,3.86,7,0,0,0,0,0,7,9,3,3,0,5,0,5,1,0,2,35,2,11.6,0,6.4,6.4,1,redirect.fcgi?player=1&mlb_ID=521230
567,Jean Carlos Henriquez,32,BAL,5,0,0,0,,9,3,0,2,0,0,0,3,6,3,3,0,1,0,3,0,0,2,15,2.333,18,0,3,9,3,redirect.fcgi?player=1&mlb_ID=656120
568,Edgardo Henriquez,24,LAD,6.9,0,0,0,,7.71,8,0,1,0,0,1,7,6,7,6,1,4,0,6,2,0,0,32,1.429,7.7,1.3,5.1,7.7,1.5,redirect.fcgi?player=1&mlb_ID=683618
569,Cole Henry,26,WSH,7.1,0,1,0,1,3.18,6,0,1,0,0,0,5.2,3,2,2,1,4,0,8,0,0,0,24,1.235,4.8,1.6,6.4,12.7,2,redirect.fcgi?player=1&mlb_ID=669371
570,Christian Herberholz,25,BAL,4,0,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,9,,redirect.fcgi?player=1&mlb_ID=815179
571,Jimmy Herget,32,COL,7.9,2,0,1,0,8.1,8,2,0,0,0,0,10,9,9,9,3,4,0,8,2,0,0,45,1.3,8.1,2.7,3.6,7.2,2,redirect.fcgi?player=1&mlb_ID=623474
572,Nick Hernandez,31,ATH,5.7,0,0,1,0,10.5,7,0,3,0,0,1,6,5,7,7,2,8,0,6,0,1,0,29,2.167,7.5,3,12,9,0.75,redirect.fcgi?player=1&mlb_ID=663321
573,Jonathan Hernández,29,PHI,6.2,0,0,2,0,10.13,9,0,3,0,0,1,8,7,9,9,2,6,0,8,0,0,1,35,1.625,7.9,2.3,6.8,9,1.33,redirect.fcgi?player=1&mlb_ID=642546
574,Elieser Hernández,31,ATL,8.6,0,0,0,,3.6,2,0,0,0,0,0,5,4,2,2,2,0,0,2,0,0,0,19,0.8,7.2,3.6,0,3.6,,redirect.fcgi?player=1&mlb_ID=622694
575,Welinton Herrera*,22,COL,7.7,0,0,0,,11.81,4,0,1,0,0,0,5.1,9,7,7,1,2,0,4,1,0,0,27,2.063,15.2,1.7,3.4,6.8,2,redirect.fcgi?player=1&mlb_ID=700327
576,Tim Herrin*,29,CLE,7.1,0,1,0,1,2.08,9,0,1,0,0,0,8.2,7,2,2,0,4,0,12,1,0,0,37,1.269,7.3,0,4.2,12.5,3,redirect.fcgi?player=1&mlb_ID=682120
577,Griffin Herring*,23,COL,6.2,0,0,0,,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,2,6,2,9,0,9,9,1,redirect.fcgi?player=1&mlb_ID=702622
578,Ben Hess,23,NYY,6,0,1,0,1,1.8,2,0,0,0,0,0,5,3,1,1,0,2,0,6,1,0,0,20,1,5.4,0,3.6,10.8,3,redirect.fcgi?player=1&mlb_ID=696292
579,Codi Heuer,29,CLE,7.3,0,0,1,0,9,9,0,0,0,0,0,8,11,8,8,1,5,0,11,1,0,2,41,2,12.4,1.1,5.6,12.4,2.2,redirect.fcgi?player=1&mlb_ID=676051
580,Jordan Hicks,29,CWS,7.4,1,0,0,,3.72,9,1,0,0,0,0,9.2,8,4,4,1,5,0,10,1,0,0,41,1.345,7.4,0.9,4.7,9.3,2,redirect.fcgi?player=1&mlb_ID=663855
581,Michael Hilker,21,MIN,7.7,0,0,0,,0,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,5,3,18,0,9,0,0,redirect.fcgi?player=1&mlb_ID=830242
582,Tim Hill*,36,NYY,7.3,0,0,0,,2.45,7,0,0,0,0,0,7.1,5,2,2,1,1,0,8,0,0,0,26,0.818,6.1,1.2,1.2,9.8,8,redirect.fcgi?player=1&mlb_ID=657612
583,Jaden Hill,26,COL,7.6,0,1,1,0.5,6,10,0,0,0,0,0,9,10,6,6,1,4,0,15,2,1,0,42,1.556,10,1,4,15,3.75,redirect.fcgi?player=1&mlb_ID=677955
584,Cam Hill,32,TB,5.7,0,0,0,,0,3,0,2,0,0,0,3,0,0,0,0,1,0,4,0,0,0,11,0.333,0,0,3,12,4,redirect.fcgi?player=1&mlb_ID=657611
585,Cole Hillier,25,SF,7.6,0,0,1,0,inf,1,0,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,3,,,,,,0,redirect.fcgi?player=1&mlb_ID=815779
586,Casey Hintz,22,SEA,5.8,0,0,1,0,108,1,0,0,0,0,0,0.1,0,4,4,0,2,0,0,2,0,1,5,6,0,0,54,0,0,redirect.fcgi?player=1&mlb_ID=808750
587,Yaramil Hiraldo,30,BAL,7.3,0,0,1,0,3.86,7,0,1,0,0,0,7,4,3,3,1,2,0,7,0,0,0,28,0.857,5.1,1.3,2.6,9,3.5,redirect.fcgi?player=1&mlb_ID=682274
588,Carson Hobbs,24,LAD,7,0,0,0,,10.8,5,0,0,0,0,0,5,9,7,6,4,1,0,7,0,0,1,26,2,16.2,7.2,1.8,12.6,7,redirect.fcgi?player=1&mlb_ID=814481
589,Porter Hodge,25,CHC,7.3,0,0,0,,27,4,0,0,0,0,0,2.2,5,8,8,0,9,0,6,0,0,0,22,5.25,16.9,0,30.4,20.3,0.67,redirect.fcgi?player=1&mlb_ID=687863
590,Garrett Hodges,23,MIL,7.7,0,0,0,,0,2,0,0,0,0,0,0.2,2,0,0,0,1,0,1,0,0,2,5,4.5,27,0,13.5,13.5,1,redirect.fcgi?player=1&mlb_ID=823748
591,Nolan Hoffman,28,PHI,6.2,0,0,0,,4.91,7,0,1,0,0,1,7.1,10,4,4,2,1,0,10,1,0,0,33,1.5,12.3,2.5,1.2,12.3,10,redirect.fcgi?player=1&mlb_ID=676510
592,Jeff Hoffman,33,TOR,6.8,0,0,0,,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,9,,redirect.fcgi?player=1&mlb_ID=656546
593,Andrew Hoffmann,26,AZ,7.2,0,1,0,1,2.25,8,0,3,0,0,1,8,6,2,2,0,3,0,10,0,0,0,31,1.125,6.8,0,3.4,11.3,3.33,redirect.fcgi?player=1&mlb_ID=694851
594,Colin Holderman,30,CLE,7.5,0,1,1,0.5,9,9,0,0,0,0,0,9,10,9,9,1,4,0,10,0,0,1,42,1.556,10,1,4,10,2.5,redirect.fcgi?player=1&mlb_ID=670059
595,Gavin Hollowell,28,CHC,5.4,0,1,0,1,2.57,7,0,2,0,0,1,7,4,2,2,1,2,0,12,0,0,0,27,0.857,5.1,1.3,2.6,15.4,6,redirect.fcgi?player=1&mlb_ID=668970
596,Grant Holman,26,AZ,6.1,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,9,0,0,redirect.fcgi?player=1&mlb_ID=680880
597,Grant Holmes,30,ATL,7.6,3,0,0,,0,4,3,0,0,0,0,12.1,3,0,0,0,6,0,16,1,0,0,46,0.73,2.2,0,4.4,11.7,2.67,redirect.fcgi?player=1&mlb_ID=656550
598,Clay Holmes,33,NYM,7.1,2,0,1,0,2.84,3,2,1,0,0,0,12.2,6,4,4,1,3,0,13,1,0,0,47,0.711,4.3,0.7,2.1,9.2,4.33,redirect.fcgi?player=1&mlb_ID=605280
599,Tyler Holton*,30,DET,6.4,0,0,0,,1.5,6,0,1,0,0,1,6,4,1,1,0,1,0,7,0,0,1,22,0.833,6,0,1.5,10.5,7,redirect.fcgi?player=1&mlb_ID=663947
600,Blake Holub,27,MIL,6.5,0,1,0,1,0,7,0,3,0,0,1,6.2,1,0,0,0,1,0,8,0,0,0,22,0.3,1.4,0,1.4,10.8,8,redirect.fcgi?player=1&mlb_ID=700183
601,Anthony Hoopii-Tuionetoa,25,TEX,5.9,0,0,0,,0,4,0,1,0,0,0,2,0,0,0,0,4,0,2,0,0,0,10,2,0,0,18,9,0.5,redirect.fcgi?player=1&mlb_ID=681896
602,Brody Hopkins,24,TB,8.5,2,1,0,1,0,2,2,0,0,0,0,2,1,0,0,0,3,0,2,0,0,0,10,2,4.5,0,13.5,9,0.67,redirect.fcgi?player=1&mlb_ID=811315
603,Alex Hoppe,27,SEA,7.3,0,0,0,,13.5,7,0,1,0,0,0,6.2,10,10,10,3,6,0,9,0,0,2,36,2.4,13.5,4.1,8.1,12.2,1.5,redirect.fcgi?player=1&mlb_ID=695380
604,Cade Horton,24,CHC,7.4,3,2,1,0.667,3.78,4,3,0,0,0,0,16.2,13,7,7,3,4,0,17,0,0,0,68,1.02,7,1.6,2.2,9.2,4.25,redirect.fcgi?player=1&mlb_ID=690990
605,Adrian Houser,33,SF,7.8,3,1,0,1,3.46,3,3,0,0,0,0,13,11,5,5,3,4,0,11,0,0,0,53,1.154,7.6,2.1,2.8,7.6,2.75,redirect.fcgi?player=1&mlb_ID=605288
606,Dylan Howard,23,HOU,6.6,0,0,0,,0,1,0,1,0,0,1,2,2,0,0,0,1,0,2,0,0,0,8,1.5,9,0,4.5,9,2,redirect.fcgi?player=1&mlb_ID=703440
607,Bryan Hudson*,29,NYM,6.8,0,0,0,,16.2,4,0,1,0,0,0,3.1,5,6,6,2,3,0,5,0,0,1,18,2.4,13.5,5.4,8.1,13.5,1.67,redirect.fcgi?player=1&mlb_ID=663542
608,Chance Huff,26,WSH,6.7,0,0,0,,18,1,0,1,0,0,0,1,1,3,2,1,0,0,1,1,0,0,6,1,9,9,0,9,,redirect.fcgi?player=1&mlb_ID=680770
609,Kenya Huggins,23,ATH,6.9,0,0,0,,0,3,0,0,0,0,0,2.2,1,0,0,0,0,0,3,0,0,0,9,0.375,3.4,0,0,10.1,,redirect.fcgi?player=1&mlb_ID=695761
610,Gabriel Hughes,24,COL,6.3,0,0,0,,0,2,0,0,0,0,0,4,3,1,0,0,0,0,3,0,0,1,16,0.75,6.8,0,0,6.8,,redirect.fcgi?player=1&mlb_ID=687312
611,Eiker Huizi,25,WSH,,0,0,0,,0,1,0,0,0,0,0,0.1,1,0,0,0,1,0,1,0,0,0,3,6,27,0,27,27,1,redirect.fcgi?player=1&mlb_ID=678973
612,K.C. Hunt,25,MIL,7.3,0,0,0,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,1,9,0,0,9,,redirect.fcgi?player=1&mlb_ID=687268
613,Jonah Hurney*,26,CIN,8.5,0,0,0,,0,1,0,0,0,0,0,0.2,0,0,0,0,2,0,1,0,0,0,4,3,0,0,27,13.5,0.5,redirect.fcgi?player=1&mlb_ID=802373
614,Kyle Hurt,28,LAD,7.6,0,1,0,1,3.68,7,0,0,0,0,0,7.1,6,3,3,1,2,0,12,0,0,1,30,1.091,7.4,1.2,2.5,14.7,6,redirect.fcgi?player=1&mlb_ID=669165
615,Joel Hurtado,25,LAA,6.7,0,0,0,,5.4,1,0,0,0,0,0,1.2,1,2,1,0,2,0,0,0,0,0,9,1.8,5.4,0,10.8,0,0,redirect.fcgi?player=1&mlb_ID=805871
616,Brant Hurter*,27,DET,7,0,0,1,0,3.24,6,0,0,0,0,0,8.1,6,3,3,1,1,0,7,0,0,0,32,0.84,6.5,1.1,1.1,7.6,7,redirect.fcgi?player=1&mlb_ID=676428
617,Raisel Iglesias,36,ATL,6.9,0,0,0,,3.86,5,0,0,0,0,0,4.2,6,2,2,1,0,0,7,0,0,0,20,1.286,11.6,1.9,0,13.5,,redirect.fcgi?player=1&mlb_ID=628452
618,Tatsuya Imai,28,HOU,7.2,3,1,0,1,0,3,3,0,0,0,0,6,2,0,0,0,1,0,7,0,0,0,20,0.5,3,0,1.5,10.5,7,redirect.fcgi?player=1&mlb_ID=837227
619,Shota Imanaga*,32,CHC,7.9,5,3,1,0.75,4.5,5,5,0,0,0,0,18,20,9,9,5,3,0,18,1,0,0,77,1.278,10,2.5,1.5,9,6,redirect.fcgi?player=1&mlb_ID=684007
620,Thomas Ireland*,24,TEX,5.7,0,0,0,,0,2,0,0,0,0,0,0.2,0,0,0,0,1,0,1,0,0,0,3,1.5,0,0,13.5,13.5,1,redirect.fcgi?player=1&mlb_ID=692179
621,Jairo Iriarte,24,CWS,6.6,0,0,0,,10.8,3,0,0,0,0,0,1.2,2,3,2,0,4,0,4,0,0,0,11,3.6,10.8,0,21.6,21.6,1,redirect.fcgi?player=1&mlb_ID=683568
622,Jake Irvin,29,WSH,7.6,4,2,0,1,1.35,4,4,0,0,0,0,13.1,10,2,2,1,4,0,15,0,0,0,53,1.05,6.8,0.7,2.7,10.1,3.75,redirect.fcgi?player=1&mlb_ID=663623
